1700
V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Class
38.493231312536786,65.50323719835197,-95.10300176574455,1296.904061212478,-188.01530311948207,1219.5144202472043,83.21954090641555,-1715.4796939376104,-442.50158917010003,-283.9933174191287,0
38.44614479105356,65.61271336080047,-94.94997057092407,1296.9323131253677,-189.07828134196586,1218.0929958799295,83.00765155974102,-1715.338434373161,-443.57351383166565,-280.31329004411293,0
38.39905826957033,65.72218952324897,-94.79693937610358,1296.9605650382578,-190.14125956444968,1216.6715715126545,82.79576221306651,-1715.197174808711,-444.64543849323127,-276.0066324064156,0
38.35197174808711,65.83166568569746,-94.64390818128311,1296.9888169511478,-191.2042377869335,1215.2501471453797,82.583872866392,-1715.0559152442613,-445.71736315479694,-272.7205809674086,0
38.304885226603886,65.94114184814596,-94.49087698646264,1297.0170688640378,-192.26721600941733,1213.8287227781047,82.37198351971747,-1714.9146556798114,-446.78928781636256,-268.44072436206,0
38.257798705120656,66.05061801059446,-94.33784579164214,1297.0453207769276,-193.33019423190115,1212.40729841083,82.16009417304296,-1714.773396115362,-447.8612124779282,-265.09553917438836,0
38.21071218363743,66.16009417304296,-94.18481459682167,1297.0735726898174,-194.39317245438497,1210.985874043555,81.94820482636845,-1714.6321365509125,-448.9331371394938,-260.583667778638,0
38.16362566215421,66.26957033549147,-94.03178340200117,1297.1018246027074,-195.45615067686876,1209.5644496762802,81.73631547969394,-1714.4908769864626,-450.0050618010594,-256.5627430840308,0
38.11653914067098,66.37904649793995,-93.8787522071807,1297.1300765155975,-196.51912889935255,1208.1430253090055,81.52442613301942,-1714.349617422013,-451.0769864626251,-253.14271270762697,0
38.06945261918776,66.48852266038845,-93.7257210123602,1297.1583284284875,-197.58210712183637,1206.7216009417302,81.31253678634491,-1714.2083578575634,-452.1489111241907,-249.4797919345977,0
38.022366097704534,66.59799882283696,-93.57268981753974,1297.1865803413773,-198.6450853443202,1205.3001765744555,81.1006474396704,-1714.0670982931135,-453.2208357857563,-245.47363306252493,0
37.975279576221304,66.70747498528546,-93.41965862271925,1297.2148322542673,-199.70806356680401,1203.8787522071807,80.88875809299587,-1713.925838728664,-454.29276044732194,-240.6833383849313,0
37.92819305473808,66.81695114773396,-93.26662742789877,1297.2430841671571,-200.7710417892878,1202.457327839906,80.67686874632138,-1713.7845791642142,-455.36468510888756,-237.44126530353185,0
37.88110653325486,66.92642731018246,-93.11359623307828,1297.2713360800471,-201.83402001177163,1201.035903472631,80.46497939964685,-1713.6433195997645,-456.43660977045323,-233.38417993327332,0
37.83402001177163,67.03590347263095,-92.9605650382578,1297.299587992937,-202.89699823425545,1199.6144791053562,80.25309005297234,-1713.502060035315,-457.50853443201885,-229.62162502560204,0
37.786933490288405,67.14537963507945,-92.80753384343731,1297.327839905827,-203.95997645673927,1198.1930547380812,80.04120070629783,-1713.3608004708651,-458.58045909358447,-225.97003632564636,0
37.73984696880518,67.25485579752795,-92.65450264861684,1297.3560918187168,-205.0229546792231,1196.7716303708064,79.8293113596233,-1713.2195409064157,-459.6523837551501,-222.178276062775,0
37.69276044732195,67.36433195997645,-92.50147145379636,1297.3843437316068,-206.0859329017069,1195.3502060035314,79.6174220129488,-1713.078281341966,-460.7243084167157,-218.1133273240764,0
37.64567392583873,67.47380812242496,-92.34844025897587,1297.4125956444968,-207.14891112419073,1193.9287816362566,79.40553266627428,-1712.937021777516,-461.7962330782813,-214.02106309062057,0
37.598587404355506,67.58328428487344,-92.19540906415538,1297.4408475573866,-208.21188934667452,1192.5073572689819,79.19364331959977,-1712.7957622130666,-462.86815773984694,-210.30581655320714,0
37.551500882872276,67.69276044732194,-92.0423778693349,1297.4690994702767,-209.27486756915832,1191.0859329017069,78.98175397292525,-1712.6545026486167,-463.9400824014126,-206.5049698699657,0
37.50441436138905,67.80223660977045,-91.88934667451441,1297.4973513831665,-210.33784579164214,1189.664508534432,78.76986462625074,-1712.5132430841672,-465.0120070629782,-202.8059877590871,0
37.45732783990583,67.91171277221895,-91.73631547969394,1297.5256032960565,-211.40082401412596,1188.2430841671571,78.55797527957623,-1712.3719835197176,-466.08393172454385,-198.91241618503338,0
37.4102413184226,68.02118893466745,-91.58328428487346,1297.5538552089465,-212.46380223660978,1186.8216597998824,78.3460859329017,-1712.2307239552676,-467.15585638610946,-195.1451508123681,0
37.36315479693938,68.13066509711595,-91.43025309005297,1297.5821071218365,-213.52678045909357,1185.4002354326076,78.1341965862272,-1712.0894643908182,-468.2277810476751,-191.0683692537812,0
37.316068275456146,68.24014125956444,-91.27722189523249,1297.6103590347263,-214.5897586815774,1183.9788110653326,77.92230723955268,-1711.9482048263685,-469.29970570924075,-187.15784446162152,0
37.26898175397292,68.34961742201294,-91.124190700412,1297.6386109476164,-215.65273690406121,1182.5573866980576,77.71041789287817,-1711.8069452619188,-470.3716303708064,-183.34167377487952,0
37.2218952324897,68.45909358446144,-90.97115950559152,1297.6668628605062,-216.71571512654504,1181.1359623307828,77.49852854620366,-1711.6656856974691,-471.443555032372,-179.64775159065852,0
37.17480871100647,68.56856974690994,-90.81812831077104,1297.6951147733962,-217.77869334902886,1179.714537963508,77.28663919952913,-1711.5244261330192,-472.51547969393755,-175.19890498817082,0
37.12772218952325,68.67804590935845,-90.66509711595057,1297.723366686286,-218.84167157151268,1178.293113596233,77.07474985285462,-1711.3831665685698,-473.58740435550317,-171.70919044122613,0
37.080635668040024,68.78752207180693,-90.51206592113007,1297.7516185991758,-219.9046497939965,1176.8716892289583,76.86286050618011,-1711.24190700412,-474.65932901706884,-167.66299866611615,0
37.033549146556794,68.89699823425543,-90.3590347263096,1297.7798705120658,-220.96762801648032,1175.4502648616833,76.6509711595056,-1711.1006474396704,-475.73125367863446,-164.17547527409715,0
36.98646262507357,69.00647439670394,-90.2060035314891,1297.8081224249559,-222.03060623896408,1174.0288404944085,76.43908181283108,-1710.9593878752207,-476.8031783402001,-159.68411046368027,0
36.93937610359035,69.11595055915244,-90.05297233666863,1297.8363743378459,-223.0935844614479,1172.6074161271335,76.22719246615657,-1710.818128310771,-477.8751030017657,-156.48901154407244,0
36.89228958210712,69.22542672160094,-89.89994114184813,1297.8646262507357,-224.15656268393172,1171.1859917598588,76.01530311948204,-1710.6768687463214,-478.9470276633313,-152.1526478615818,0
36.845203060623895,69.33490288404943,-89.74690994702767,1297.8928781636257,-225.21954090641552,1169.764567392584,75.80341377280753,-1710.5356091818717,-480.018952324897,-148.34615841523305,0
36.79811653914067,69.44437904649793,-89.59387875220719,1297.9211300765155,-226.28251912889934,1168.343143025309,75.59152442613302,-1710.394349617422,-481.0908769864626,-144.79123253078933,0
36.75103001765744,69.55385520894644,-89.4408475573867,1297.9493819894055,-227.34549735138316,1166.921718658034,75.3796350794585,-1710.2530900529723,-482.1628016480282,-140.62512505972902,0
36.70394349617422,69.66333137139495,-89.28781636256622,1297.9776339022956,-228.40847557386698,1165.5002942907593,75.167745732784,-1710.1118304885226,-483.23472630959384,-136.71019284140667,0
36.656856974690996,69.77280753384343,-89.13478516774573,1298.0058858151856,-229.4714537963508,1164.0788699234845,74.95585638610947,-1709.970570924073,-484.30665097115946,-132.64820308874266,0
36.609770453207766,69.88228369629192,-88.98175397292525,1298.0341377280754,-230.53443201883462,1162.6574455562097,74.74396703943496,-1709.8293113596233,-485.37857563272513,-129.121053285757,0
36.56268393172454,69.99175985874044,-88.82872277810478,1298.0623896409652,-231.59741024131844,1161.2360211889347,74.53207769276045,-1709.6880517951738,-486.45050029429075,-125.20055009490072,0
36.51559741024131,70.10123602118894,-88.67569158328429,1298.0906415538552,-232.66038846380226,1159.8145968216597,74.32018834608593,-1709.546792230724,-487.52242495585637,-121.4381627332429,0
36.46851088875809,70.21071218363744,-88.5226603884638,1298.118893466745,-233.72336668628608,1158.393172454385,74.10829899941142,-1709.4055326662742,-488.594349617422,-117.39237314825668,0
36.42142436727487,70.32018834608594,-88.36962919364332,1298.147145379635,-234.78634490876985,1156.97174808711,73.8964096527369,-1709.2642731018245,-489.6662742789876,-113.72282513128324,0
36.37433784579164,70.42966450853444,-88.21659799882283,1298.1753972925248,-235.84932313125367,1155.5503237198352,73.6845203060624,-1709.1230135373748,-490.7381989405533,-109.88616646741619,0
36.32725132430841,70.53914067098293,-88.06356680400235,1298.2036492054149,-236.9123013537375,1154.1288993525604,73.47263095938787,-1708.9817539729254,-491.81012360211884,-105.73883125636763,0
36.28016480282519,70.64861683343143,-87.91053560918186,1298.231901118305,-237.97527957622128,1152.7074749852854,73.26074161271336,-1708.8404944084755,-492.8820482636845,-101.9896576291663,0
36.23307828134196,70.75809299587993,-87.75750441436139,1298.260153031195,-239.0382577987051,1151.2860506180104,73.04885226603885,-1708.6992348440258,-493.9539729252501,-98.55302977071548,0
36.18599175985874,70.86756915832844,-87.6044732195409,1298.2884049440847,-240.10123602118892,1149.8646262507357,72.83696291936432,-1708.5579752795763,-495.02589758681574,-94.21106405052507,0
36.138905238375514,70.97704532077694,-87.45144202472042,1298.3166568569748,-241.16421424367275,1148.443201883461,72.62507357268983,-1708.4167157151264,-496.0978222483814,-90.56068686197564,0
36.09181871689229,71.08652148322543,-87.29841082989994,1298.3449087698646,-242.22719246615657,1147.0217775161861,72.4131842260153,-1708.275456150677,-497.169746909947,-87.25480112822106,0
36.04473219540906,71.19599764567393,-87.14537963507945,1298.3731606827546,-243.2901706886404,1145.6003531489112,72.2012948793408,-1708.134196586227,-498.24167157151265,-82.63926717172686,0
35.99764567392584,71.30547380812243,-86.99234844025898,1298.4014125956446,-244.3531489111242,1144.1789287816362,71.98940553266628,-1707.9929370217774,-499.3135962330783,-78.33410400137768,0
35.95055915244261,71.41494997057093,-86.83931724543851,1298.4296645085344,-245.41612713360803,1142.7575044143614,71.77751618599176,-1707.851677457328,-500.3855208946439,-75.07111588640605,0
35.903472630959385,71.52442613301943,-86.68628605061801,1298.4579164214244,-246.47910535609185,1141.3360800470866,71.56562683931725,-1707.710417892878,-501.4574455562095,-70.73021669220675,0
35.85638610947616,71.63390229546792,-86.53325485579754,1298.4861683343142,-247.54208357857564,1139.9146556798116,71.35373749264274,-1707.5691583284286,-502.5293702177751,-66.54490671037073,0
35.80929958799294,71.74337845791642,-86.38022366097704,1298.5144202472043,-248.60506180105943,1138.4932313125369,71.14184814596823,-1707.4278987639789,-503.6012948793408,-62.9465899574678,0
35.76221306650971,71.85285462036492,-86.22719246615657,1298.542672160094,-249.66804002354326,1137.0718069452619,70.9299587992937,-1707.286639199529,-504.6732195409065,-59.3852943916997,0
35.715126545026486,71.96233078281342,-86.07416127133607,1298.570924072984,-250.73101824602705,1135.650382577987,70.71806945261919,-1707.1453796350795,-505.74514420247203,-55.25747735222034,0
35.668040023543256,72.07180694526193,-85.9211300765156,1298.599175985874,-251.79399646851087,1134.228958210712,70.50618010594468,-1707.0041200706296,-506.8170688640377,-51.795274045291265,0
35.62095350206003,72.18128310771043,-85.76809888169512,1298.627427898764,-252.8569746909947,1132.8075338434373,70.29429075927015,-1706.8628605061801,-507.88899352560327,-48.242235019344236,0
35.57386698057681,72.29075927015892,-85.61506768687464,1298.655679811654,-253.9199529134785,1131.3861094761626,70.08240141259566,-1706.7216009417305,-508.96091818716894,-44.56278689841063,0
35.52678045909359,72.40023543260742,-85.46203649205415,1298.683931724544,-254.98293113596233,1129.9646851088876,69.87051206592113,-1706.5803413772805,-510.0328428487345,-40.103685989061894,0
35.47969393761036,72.50971159505592,-85.30900529723367,1298.7121836374338,-256.0459093584461,1128.5432607416126,69.65862271924662,-1706.439081812831,-511.1047675103002,-36.27948941567139,0
35.432607416127134,72.61918775750442,-85.15597410241318,1298.7404355503236,-257.10888758092995,1127.1218363743378,69.4467333725721,-1706.2978222483816,-512.1766921718659,-32.40680652153087,0
35.3855208946439,72.72866391995292,-85.00294290759271,1298.7686874632136,-258.17186580341377,1125.700412007063,69.23484402589759,-1706.1565626839317,-513.2486168334314,-28.4393535602269,0
35.33843437316068,72.83814008240141,-84.84991171277223,1298.7969393761036,-259.2348440258976,1124.2789876397883,69.02295467922308,-1706.015303119482,-514.3205414949971,-24.406817246613585,0
35.29134785167746,72.94761624484991,-84.69688051795174,1298.8251912889937,-260.2978222483814,1122.8575632725133,68.81106533254855,-1705.8740435550321,-515.3924661565626,-20.49166376941657,0
35.244261330194234,73.05709240729841,-84.54384932313125,1298.8534432018835,-261.36080047086523,1121.4361389052383,68.59917598587404,-1705.7327839905827,-516.4643908181283,-17.33375389569586,0
35.197174808711004,73.16656856974691,-84.39081812831077,1298.8816951147735,-262.42377869334905,1120.0147145379635,68.38728663919953,-1705.5915244261332,-517.5363154796938,-12.645373387710178,0
35.15008828722778,73.27604473219542,-84.23778693349028,1298.9099470276633,-263.4867569158328,1118.5932901706885,68.17539729252502,-1705.4502648616833,-518.6082401412596,-8.854026993883151,0
35.10300176574455,73.3855208946439,-84.0847557386698,1298.9381989405533,-264.54973513831663,1117.1718658034138,67.9635079458505,-1705.3090052972336,-519.6801648028252,-5.152653192833929,0
35.05591524426133,73.4949970570924,-83.93172454384933,1298.9664508534431,-265.61271336080046,1115.750441436139,67.75161859917598,-1705.1677457327842,-520.7520894643908,-0.9534882094093278,0
35.008828722778105,73.6044732195409,-83.77869334902884,1298.9947027663331,-266.6756915832843,1114.329017068864,67.53972925250147,-1705.0264861683343,-521.8240141259564,2.2445640750423386,0
34.96174220129488,73.71394938198941,-83.62566215420836,1299.022954679223,-267.7386698057681,1112.9075927015892,67.32783990582695,-1704.8852266038848,-522.8959387875221,6.125295267611808,0
34.91465567981165,73.82342554443791,-83.47263095938787,1299.051206592113,-268.8016480282519,1111.4861683343142,67.11595055915245,-1704.743967039435,-523.9678634490876,10.08112240184834,0
34.86756915832843,73.93290170688641,-83.31959976456739,1299.079458505003,-269.86462625073574,1110.0647439670395,66.90406121247793,-1704.6027074749852,-525.0397881106534,14.414438032924718,0
34.8204826368452,74.0423778693349,-83.1665685697469,1299.1077104178928,-270.92760447321956,1108.6433195997647,66.69217186580342,-1704.4614479105358,-526.1117127722189,17.747572612483687,0
34.773396115361976,74.1518540317834,-83.01353737492644,1299.1359623307828,-271.9905826957034,1107.2218952324897,66.4802825191289,-1704.3201883460858,-527.1836374337846,21.995444753211753,0
34.72630959387875,74.2613301942319,-82.86050618010594,1299.1642142436726,-273.05356091818715,1105.8004708652147,66.26839317245438,-1704.1789287816364,-528.2555620953501,25.737879279226657,0
34.67922307239553,74.3708063566804,-82.70747498528547,1299.1924661565627,-274.11653914067097,1104.37904649794,66.05650382577987,-1704.0376692171867,-529.3274867569158,29.43568012995191,0
34.6321365509123,74.4802825191289,-82.55444379046497,1299.2207180694527,-275.1795173631548,1102.9576221306652,65.84461447910536,-1703.8964096527368,-530.3994114184815,34.008224259284944,0
34.58505002942908,74.5897586815774,-82.4014125956445,1299.2489699823427,-276.2424955856386,1101.5361977633904,65.63272513243085,-1703.7551500882873,-531.4713360800471,36.6787766286518,0
34.53796350794585,74.6992348440259,-82.248381400824,1299.2772218952325,-277.30547380812243,1100.1147733961154,65.42083578575632,-1703.6138905238374,-532.5432607416127,40.99283081668812,0
34.490876986462624,74.8087110064744,-82.09535020600353,1299.3054738081225,-278.36845203060625,1098.6933490288404,65.20894643908181,-1703.472630959388,-533.6151854031784,44.672096031127126,0
34.4437904649794,74.9181871689229,-81.94231901118306,1299.3337257210123,-279.43143025309007,1097.2719246615657,64.9970570924073,-1703.3313713949383,-534.6871100647439,49.006516510870334,0
34.39670394349618,75.0276633313714,-81.78928781636257,1299.3619776339024,-280.4944084755739,1095.8505002942907,64.78516774573278,-1703.1901118304884,-535.7590347263097,52.46311012665748,0
34.34961742201295,75.13713949381989,-81.63625662154209,1299.3902295467922,-281.5573866980577,1094.429075927016,64.57327839905828,-1703.048852266039,-536.8309593878752,57.202362263634384,0
34.302530900529725,75.24661565626839,-81.4832254267216,1299.418481459682,-282.62036492054153,1093.0076515597411,64.36138905238376,-1702.9075927015892,-537.9028840494409,60.5598566023565,0
34.255444379046494,75.35609181871689,-81.33019423190112,1299.446733372572,-283.6833431430253,1091.5862271924661,64.14949970570925,-1702.7663331371396,-538.9748087110064,64.78124755156584,0
34.20835785756327,75.46556798116539,-81.17716303708065,1299.474985285462,-284.7463213655091,1090.1648028251911,63.937610359034736,-1702.6250735726899,-540.0467333725721,68.89408916002529,0
34.16127133608005,75.5750441436139,-81.02413184226016,1299.503237198352,-285.8092995879929,1088.7433784579164,63.72572101236022,-1702.48381400824,-541.1186580341378,72.66276992135569,0
34.114184814596825,75.6845203060624,-80.87110064743968,1299.5314891112419,-286.87227781047676,1087.3219540906416,63.5138316656857,-1702.3425544437905,-542.1905826957033,76.10784684820291,0
34.067098293113595,75.79399646851088,-80.71806945261919,1299.5597410241319,-287.9352560329605,1085.9005297233668,63.30194231901119,-1702.2012948793408,-543.262507357269,79.87600833673412,0
34.02001177163037,75.90347263095939,-80.5650382577987,1299.5879929370217,-288.99823425544434,1084.4791053560918,63.090052972336665,-1702.0600353148911,-544.3344320188346,84.0047795056517,0
33.97292525014714,76.01294879340789,-80.41200706297822,1299.6162448499117,-290.06121247792817,1083.0576809888169,62.878163625662154,-1701.9187757504415,-545.4063566804002,88.09549870069415,0
33.92583872866392,76.12242495585639,-80.25897586815773,1299.6444967628017,-291.124190700412,1081.636256621542,62.66627427898765,-1701.7775161859918,-546.4782813419657,91.34570995017829,0
33.878752207180696,76.23190111830489,-80.10594467333726,1299.6727486756918,-292.1871689228958,1080.2148322542673,62.45438493231312,-1701.636256621542,-547.5502060035315,95.32248441934499,0
33.83166568569747,76.34137728075338,-79.95291347851678,1299.7010005885816,-293.25014714537963,1078.7934078869923,62.242495585638615,-1701.4949970570924,-548.6221306650971,99.72706676296876,0
33.78457916421424,76.45085344320188,-79.79988228369629,1299.7292525014716,-294.31312536786345,1077.3719835197176,62.0306062389641,-1701.3537374926427,-549.6940553266627,103.12149744711141,0
33.73749264273102,76.56032960565038,-79.6468510888758,1299.7575044143614,-295.37610359034727,1075.9505591524426,61.81871689228958,-1701.212477928193,-550.7659799882283,107.09655405038215,0
33.69040612124779,76.66980576809888,-79.49381989405532,1299.7857563272512,-296.4390818128311,1074.5291347851678,61.60682754561507,-1701.0712183637434,-551.837904649794,111.2044033361936,0
33.64331959976457,76.77928193054738,-79.34078869923484,1299.8140082401412,-297.50206003531486,1073.1077104178928,61.39493819894055,-1700.9299587992937,-552.9098293113595,114.66812966427419,0
33.596233078281344,76.88875809299587,-79.18775750441436,1299.842260153031,-298.56503825779873,1071.686286050618,61.18304885226603,-1700.788699234844,-553.9817539729253,118.61436888684268,0
33.54914655679812,76.99823425544437,-79.03472630959388,1299.870512065921,-299.6280164802825,1070.2648616833433,60.97115950559153,-1700.6474396703945,-555.0536786344908,122.57336372573508,0
33.50206003531489,77.10771041789287,-78.88169511477341,1299.898763978811,-300.6909947027664,1068.8434373160683,60.75927015891701,-1700.5061801059446,-556.1256032960565,125.97910115781428,0
33.45497351383167,77.21718658034138,-78.72866391995291,1299.927015891701,-301.75397292525014,1067.4220129487933,60.547380812242494,-1700.364920541495,-557.197527957622,130.38221878141204,0
33.40788699234844,77.32666274278988,-78.57563272513244,1299.955267804591,-302.81695114773396,1066.0005885815185,60.33549146556798,-1700.2236609770453,-558.2694526191877,134.01478203057127,0
33.360800470865215,77.43613890523838,-78.42260153031194,1299.983519717481,-303.8799293702178,1064.5791642142437,60.123602118893466,-1700.0824014125956,-559.3413772807534,138.4546845376488,0
33.31371394938199,77.54561506768687,-78.26957033549147,1300.0117716303707,-304.9429075927016,1063.157739846969,59.91171277221895,-1699.9411418481461,-560.413301942319,142.0455849475975,0
33.26662742789877,77.65509123013537,-78.11653914067098,1300.0400235432608,-306.0058858151854,1061.736315479694,59.699823425544444,-1699.7998822836962,-561.4852266038846,145.4378656067361,0
33.21954090641554,77.76456739258387,-77.96350794585051,1300.0682754561508,-307.06886403766924,1060.314891112419,59.48793407886993,-1699.6586227192465,-562.5571512654503,149.9434973103061,0
33.172454384932315,77.87404355503237,-77.81047675103002,1300.0965273690406,-308.13184226015306,1058.8934667451442,59.27604473219541,-1699.517363154797,-563.6290759270158,153.61457161315937,0
33.125367863449085,77.98351971748087,-77.65744555620954,1300.1247792819306,-309.19482048263677,1057.4720423778692,59.0641553855209,-1699.3761035903472,-564.7010005885816,157.4160804919876,0
33.07828134196586,78.09299587992936,-77.50441436138905,1300.1530311948204,-310.25779870512065,1056.0506180105945,58.85226603884638,-1699.2348440258977,-565.7729252501471,161.04051509227637,0
33.03119482048264,78.20247204237786,-77.35138316656857,1300.1812831077104,-311.3207769276044,1054.6291936433197,58.64037669217186,-1699.0935844614478,-566.8448499117128,165.3217612254966,0
32.984108298999416,78.31194820482636,-77.19835197174808,1300.2095350206002,-312.3837551500883,1053.2077692760447,58.42848734549736,-1698.952324896998,-567.9167745732783,169.2906814547359,0
32.937021777516186,78.42142436727487,-77.04532077692761,1300.2377869334903,-313.44673337257206,1051.78634490877,58.21659799882284,-1698.8110653325487,-568.988699234844,173.12228088949217,0
32.88993525603296,78.53090052972337,-76.89228958210713,1300.26603884638,-314.50971159505593,1050.364920541495,58.004708652148324,-1698.6698057680987,-570.0606238964097,176.9251732047926,0
32.84284873454973,78.64037669217186,-76.73925838728664,1300.29429075927,-315.5726898175397,1048.9434961742202,57.79281930547381,-1698.5285462036493,-571.1325485579753,180.50634758991708,0
32.79576221306651,78.74985285462036,-76.58622719246615,1300.3225426721601,-316.6356680400235,1047.5220718069454,57.580929958799295,-1698.3872866391996,-572.2044732195409,184.55812248599483,0
32.74867569158329,78.85932901706886,-76.43319599764567,1300.3507945850502,-317.69864626250734,1046.1006474396704,57.36904061212478,-1698.2460270747497,-573.2763978811066,188.49307391786738,0
32.701589170100064,78.96880517951736,-76.2801648028252,1300.37904649794,-318.76162448499116,1044.6792230723954,57.157151265450274,-1698.1047675103002,-574.3483225426721,192.19895592099033,0
