1002
V1,V2,V3,V4,Class
5.82,-1.1640000000000001,-2.231,-28.993952143178152,0
5.76,-1.1520000000000001,-2.208,-29.112675350942894,0
5.7,-1.1400000000000001,-2.185,-29.135147788845956,0
5.64,-1.1280000000000001,-2.162,-27.879401029263512,0
5.58,-1.116,-2.139,-28.126617130274276,0
5.52,-1.104,-2.116,-28.437917137952034,0
5.46,-1.092,-2.093,-26.9540313426437,0
5.3999999999999995,-1.08,-2.07,-27.12067145787428,0
5.34,-1.068,-2.0469999999999997,-26.82307691868092,0
5.279999999999999,-1.056,-2.024,-26.592451865740397,0
5.22,-1.044,-2.001,-25.84389816672332,0
5.159999999999999,-1.032,-1.9779999999999998,-26.32734760611559,0
5.1,-1.02,-1.9549999999999998,-25.509478768978582,0
5.039999999999999,-1.008,-1.9319999999999997,-25.161238478294862,0
4.9799999999999995,-0.9959999999999999,-1.9089999999999998,-24.774278012124615,0
4.919999999999999,-0.9839999999999999,-1.8859999999999997,-24.818967271980764,0
4.859999999999999,-0.9719999999999999,-1.8629999999999998,-24.422985467939945,0
4.799999999999999,-0.9599999999999999,-1.8399999999999996,-24.925056056428595,0
4.739999999999999,-0.9479999999999998,-1.8169999999999997,-23.49065326098881,0
4.679999999999999,-0.9359999999999998,-1.7939999999999996,-23.65663295174223,0
4.619999999999999,-0.9239999999999998,-1.7709999999999997,-23.470406205576747,0
4.559999999999999,-0.9119999999999998,-1.7479999999999996,-22.96140852651141,0
4.499999999999999,-0.8999999999999998,-1.7249999999999996,-22.57592171754138,0
4.44,-0.8880000000000001,-1.7020000000000002,-21.760723133256004,0
4.380000000000001,-0.8760000000000001,-1.6790000000000003,-22.196184680958467,0
4.32,-0.8640000000000001,-1.6560000000000001,-21.4361720040565,0
4.260000000000001,-0.8520000000000001,-1.6330000000000002,-21.097973981652657,0
4.2,-0.8400000000000001,-1.61,-20.966648570548745,0
4.140000000000001,-0.8280000000000001,-1.5870000000000002,-21.00724749659003,0
4.08,-0.8160000000000001,-1.564,-20.43530188328611,0
4.0200000000000005,-0.804,-1.5410000000000001,-20.18190271390979,0
3.96,-0.792,-1.518,-20.03485235800568,0
3.9000000000000004,-0.78,-1.495,-20.204727766239607,0
3.84,-0.768,-1.472,-19.165308299569382,0
3.7800000000000002,-0.756,-1.449,-19.095663718673446,0
3.7199999999999998,-0.744,-1.426,-18.457938220162205,0
3.66,-0.732,-1.403,-18.01326612301266,0
3.5999999999999996,-0.72,-1.38,-18.288951276375983,0
3.54,-0.708,-1.357,-17.43050451110304,0
3.4799999999999995,-0.696,-1.3339999999999999,-17.182922029087827,0
3.42,-0.6839999999999999,-1.311,-17.301566526616845,0
3.3599999999999994,-0.6719999999999999,-1.2879999999999998,-16.52117787368609,0
3.3,-0.6599999999999999,-1.265,-16.2092961773099,0
3.2399999999999993,-0.6479999999999999,-1.2419999999999998,-16.104157540694857,0
3.1799999999999997,-0.6359999999999999,-1.2189999999999999,-15.926243044006041,0
3.119999999999999,-0.6239999999999999,-1.1959999999999997,-15.460114069847657,0
3.0599999999999996,-0.6119999999999999,-1.1729999999999998,-15.471281781034845,0
2.999999999999999,-0.5999999999999999,-1.1499999999999997,-15.022878344700093,0
2.9399999999999995,-0.5879999999999999,-1.1269999999999998,-14.452929995750099,0
2.879999999999999,-0.5759999999999998,-1.1039999999999996,-14.13713687409612,0
2.8199999999999994,-0.5639999999999998,-1.0809999999999997,-14.529853736020137,0
2.759999999999999,-0.5519999999999998,-1.0579999999999996,-14.237659398689186,0
2.6999999999999993,-0.5399999999999998,-1.0349999999999997,-13.607415832736075,0
2.639999999999999,-0.5279999999999998,-1.0119999999999996,-12.9516725090373,0
2.579999999999999,-0.5159999999999998,-0.9889999999999997,-12.97792063454411,0
2.5199999999999987,-0.5039999999999998,-0.9659999999999995,-12.756209526504348,0
2.4600000000000004,-0.4920000000000001,-0.9430000000000002,-12.3974955954811,0
2.4000000000000004,-0.4800000000000001,-0.9200000000000002,-12.038660391371295,0
2.3400000000000003,-0.4680000000000001,-0.8970000000000001,-11.229129646714844,0
2.2800000000000002,-0.45600000000000007,-0.8740000000000001,-11.348410143385479,0
2.22,-0.44400000000000006,-0.8510000000000001,-10.59796822357155,0
2.16,-0.43200000000000005,-0.8280000000000001,-11.18559528638405,0
2.1,-0.42000000000000004,-0.805,-10.537222815656094,0
2.04,-0.40800000000000003,-0.782,-9.960114657285182,0
1.98,-0.396,-0.759,-9.73468614946823,0
1.92,-0.384,-0.736,-9.886732231234195,0
1.8599999999999999,-0.372,-0.713,-9.206546934368552,0
1.7999999999999998,-0.36,-0.69,-8.87451397895709,0
1.7399999999999998,-0.348,-0.6669999999999999,-8.779351938895084,0
1.6799999999999997,-0.33599999999999997,-0.6439999999999999,-8.691549618242444,0
1.6199999999999997,-0.32399999999999995,-0.6209999999999999,-8.141019523573702,0
1.5599999999999996,-0.31199999999999994,-0.5979999999999999,-6.836501321903872,0
1.4999999999999996,-0.29999999999999993,-0.5749999999999998,-7.2236259714829885,0
1.4399999999999995,-0.2879999999999999,-0.5519999999999998,-6.999503818627433,0
1.3799999999999994,-0.2759999999999999,-0.5289999999999998,-6.877980387320048,0
1.3199999999999994,-0.2639999999999999,-0.5059999999999998,-6.847822534341358,0
1.2599999999999993,-0.2519999999999999,-0.48299999999999976,-6.005956095790552,0
1.1999999999999993,-0.23999999999999988,-0.45999999999999974,-5.871989761272807,0
1.1399999999999992,-0.22799999999999987,-0.4369999999999997,-5.5184950039011005,0
1.0799999999999992,-0.21599999999999986,-0.4139999999999997,-4.883716814471587,0
1.0199999999999991,-0.20399999999999985,-0.3909999999999997,-4.639789615915357,0
0.9599999999999992,-0.19199999999999984,-0.36799999999999966,-4.366309181110613,0
0.8999999999999991,-0.17999999999999983,-0.34499999999999964,-3.5480430011790216,0
0.8399999999999991,-0.16799999999999982,-0.3219999999999996,-3.944651616610464,0
0.779999999999999,-0.1559999999999998,-0.2989999999999996,-3.671885933474431,0
0.719999999999999,-0.1439999999999998,-0.2759999999999996,-2.8370997567776524,0
0.6599999999999989,-0.13199999999999978,-0.25299999999999956,-3.259593495506792,0
0.6000000000000005,-0.1200000000000001,-0.2300000000000002,-2.342774454935751,0
0.5400000000000005,-0.1080000000000001,-0.20700000000000018,-2.827907280618873,0
0.4800000000000004,-0.09600000000000009,-0.18400000000000016,-1.7628022069913052,0
0.4200000000000004,-0.08400000000000007,-0.16100000000000014,-2.223226263663346,0
0.3600000000000003,-0.07200000000000006,-0.13800000000000012,-1.6833890452895055,0
0.30000000000000027,-0.06000000000000005,-0.1150000000000001,-0.9871133278969914,0
0.2400000000000002,-0.04800000000000004,-0.09200000000000008,-0.8942769942141692,0
0.18000000000000016,-0.03600000000000003,-0.06900000000000006,-0.48046913641077926,0
0.1200000000000001,-0.02400000000000002,-0.04600000000000004,-0.14800617780633396,0
0.06000000000000005,-0.01200000000000001,-0.02300000000000002,0.5242637948809802,0
-0.0,0.0,0.0,-0.044671047492945926,0
-0.06000000000000005,0.01200000000000001,0.02300000000000002,0.7943333012692042,0
-0.1200000000000001,0.02400000000000002,0.04600000000000004,0.5778703108314878,0
-0.18000000000000016,0.03600000000000003,0.06900000000000006,1.2320042220001333,0
-0.2400000000000002,0.04800000000000004,0.09200000000000008,1.306150879010748,0
-0.30000000000000027,0.06000000000000005,0.1150000000000001,1.988240870664887,0
-0.3600000000000003,0.07200000000000006,0.13800000000000012,1.652713469463623,0
-0.4200000000000004,0.08400000000000007,0.16100000000000014,2.7236211778559793,0
-0.4800000000000004,0.09600000000000009,0.18400000000000016,2.958241541460126,0
-0.5400000000000005,0.1080000000000001,0.20700000000000018,2.9897077421689024,0
-0.6000000000000005,0.1200000000000001,0.2300000000000002,3.6428865615182078,0
-0.6600000000000006,0.13200000000000012,0.2530000000000002,4.514147481446015,0
-0.7200000000000006,0.14400000000000013,0.27600000000000025,4.460727413936343,0
-0.7800000000000007,0.15600000000000014,0.29900000000000027,3.9049734265986937,0
-0.8400000000000007,0.16800000000000015,0.3220000000000003,5.090547659675191,0
-0.9000000000000008,0.18000000000000016,0.3450000000000003,5.209381721961839,0
-0.9600000000000009,0.19200000000000017,0.3680000000000003,4.7531550073734765,0
-1.020000000000001,0.20400000000000018,0.39100000000000035,5.6905810815287365,0
-1.080000000000001,0.2160000000000002,0.41400000000000037,6.110901167030945,0
-1.140000000000001,0.2280000000000002,0.4370000000000004,6.1329115734604835,0
-1.200000000000001,0.2400000000000002,0.4600000000000004,7.176223489245127,0
-1.2600000000000011,0.2520000000000002,0.48300000000000043,6.893663349382099,0
-1.3200000000000012,0.26400000000000023,0.5060000000000004,7.301815686399411,0
-1.3800000000000012,0.27600000000000025,0.5290000000000005,7.050354766101916,0
-1.4400000000000013,0.28800000000000026,0.5520000000000005,7.169653679599703,0
-1.5000000000000013,0.30000000000000027,0.5750000000000005,7.663232512238643,0
-1.5600000000000014,0.3120000000000003,0.5980000000000005,7.849814861155554,0
-1.6200000000000014,0.3240000000000003,0.6210000000000006,8.816809847425697,0
-1.6800000000000015,0.3360000000000003,0.6440000000000006,8.838304647422719,0
-1.7400000000000015,0.3480000000000003,0.6670000000000006,9.748641229170836,0
-1.8000000000000016,0.3600000000000003,0.6900000000000006,9.564237121084846,0
-1.8600000000000017,0.37200000000000033,0.7130000000000006,10.61306467376718,0
-1.9200000000000017,0.38400000000000034,0.7360000000000007,10.90623701235252,0
-1.9800000000000018,0.39600000000000035,0.7590000000000007,10.293236057260195,0
-2.040000000000002,0.40800000000000036,0.7820000000000007,10.937193935220545,0
-2.100000000000002,0.4200000000000004,0.8050000000000007,11.115702343485664,0
-2.160000000000002,0.4320000000000004,0.8280000000000007,10.707756677654782,0
-2.220000000000002,0.4440000000000004,0.8510000000000008,12.019387221747387,0
-2.280000000000002,0.4560000000000004,0.8740000000000008,11.282793793067745,0
-2.339999999999999,0.46799999999999975,0.8969999999999996,12.5190503937957,0
-2.3999999999999986,0.47999999999999976,0.9199999999999995,12.07076043677228,0
-2.459999999999999,0.49199999999999977,0.9429999999999996,13.27351873276401,0
-2.5199999999999987,0.5039999999999998,0.9659999999999995,13.685526069268889,0
-2.579999999999999,0.5159999999999998,0.9889999999999997,13.693639724071813,0
-2.639999999999999,0.5279999999999998,1.0119999999999996,14.16456268830503,0
-2.6999999999999993,0.5399999999999998,1.0349999999999997,14.277445195400446,0
-2.759999999999999,0.5519999999999998,1.0579999999999996,14.442132238955624,0
-2.8199999999999994,0.5639999999999998,1.0809999999999997,14.995754849418953,0
-2.879999999999999,0.5759999999999998,1.1039999999999996,15.092310084469078,0
-2.9399999999999995,0.5879999999999999,1.1269999999999998,15.540942310608152,0
-2.999999999999999,0.5999999999999999,1.1499999999999997,15.443083263055069,0
-3.0599999999999996,0.6119999999999999,1.1729999999999998,16.08872814593749,0
-3.119999999999999,0.6239999999999999,1.1959999999999997,16.79817735799586,0
-3.1799999999999997,0.6359999999999999,1.2189999999999999,16.34589925978061,0
-3.2399999999999993,0.6479999999999999,1.2419999999999998,16.800155450851353,0
-3.3,0.6599999999999999,1.265,17.64732495339746,0
-3.3599999999999994,0.6719999999999999,1.2879999999999998,17.797561744978623,0
-3.42,0.6839999999999999,1.311,17.355890292795166,0
-3.4799999999999995,0.696,1.3339999999999999,18.784900174330474,0
-3.54,0.708,1.357,18.454013923331434,0
-3.5999999999999996,0.72,1.38,18.708494325713787,0
-3.66,0.732,1.403,19.325593978745506,0
-3.7199999999999998,0.744,1.426,19.42112138181881,0
-3.7800000000000002,0.756,1.449,19.73610914494643,0
-3.84,0.768,1.472,20.231468367763,0
-3.9000000000000004,0.78,1.495,20.435375800452345,0
-3.96,0.792,1.518,20.393037971022185,0
-4.0200000000000005,0.804,1.5410000000000001,20.230513628907065,0
-4.08,0.8160000000000001,1.564,21.3064509875602,0
-4.140000000000001,0.8280000000000001,1.5870000000000002,21.216501766251447,0
-4.2,0.8400000000000001,1.61,22.498761410727997,0
-4.260000000000001,0.8520000000000001,1.6330000000000002,22.128206252337982,0
-4.32,0.8640000000000001,1.6560000000000001,21.97169213654017,0
-4.380000000000001,0.8760000000000001,1.6790000000000003,23.035000738440882,0
-4.44,0.8880000000000001,1.7020000000000002,23.30580264382238,0
-4.500000000000001,0.9000000000000001,1.7250000000000003,22.958100315308275,0
-4.5600000000000005,0.9120000000000001,1.7480000000000002,23.76650405872593,0
-4.620000000000001,0.9240000000000002,1.7710000000000004,23.633432344224886,0
-4.680000000000001,0.9360000000000002,1.7940000000000003,24.94590596086638,0
-4.740000000000001,0.9480000000000002,1.8170000000000004,24.657350015741898,0
-4.800000000000001,0.9600000000000002,1.8400000000000003,24.568337101897782,0
-4.860000000000001,0.9720000000000002,1.8630000000000004,25.190459115471985,0
-4.920000000000001,0.9840000000000002,1.8860000000000003,25.256472280327774,0
-4.980000000000001,0.9960000000000002,1.9090000000000005,25.459482587886527,0
-5.040000000000001,1.0080000000000002,1.9320000000000004,26.094836681100013,0
-5.100000000000001,1.0200000000000002,1.9550000000000005,26.281977442451762,0
-5.160000000000001,1.0320000000000003,1.9780000000000004,26.708176406372562,0
-5.2200000000000015,1.0440000000000003,2.0010000000000003,26.636160719541735,0
-5.280000000000001,1.0560000000000003,2.0240000000000005,27.698299686732494,0
-5.340000000000002,1.0680000000000003,2.0470000000000006,28.01934970555715,0
-5.400000000000001,1.0800000000000003,2.0700000000000007,28.11458580258135,0
-5.460000000000002,1.0920000000000003,2.0930000000000004,28.232017276702965,0
-5.520000000000001,1.1040000000000003,2.1160000000000005,28.56514665295696,0
-5.580000000000002,1.1160000000000003,2.1390000000000007,29.033348251117737,0
-5.6400000000000015,1.1280000000000003,2.162000000000001,29.083135867706602,0
-5.700000000000002,1.1400000000000003,2.1850000000000005,29.328518092499166,0
-5.760000000000002,1.1520000000000004,2.2080000000000006,29.622149494640453,0
-5.820000000000002,1.1640000000000004,2.2310000000000008,29.508641386767835,0
-5.880000000000002,1.1760000000000004,2.254000000000001,30.86448556981068,0
-5.940000000000002,1.1880000000000004,2.2770000000000006,30.4871588713583,0
-6.000000000000002,1.2000000000000004,2.3000000000000007,31.326596497998803,0
-6.060000000000002,1.2120000000000004,2.323000000000001,31.031150431668628,0
-6.119999999999999,1.2239999999999998,2.3459999999999996,31.880102049731153,0
-6.179999999999999,1.2359999999999998,2.3689999999999998,32.0188410273307,0
-6.239999999999998,1.2479999999999998,2.3919999999999995,32.505174852670564,0
-6.299999999999999,1.2599999999999998,2.4149999999999996,32.82724899965636,0
-6.359999999999999,1.2719999999999998,2.4379999999999997,33.13711760980286,0
-6.419999999999999,1.2839999999999998,2.4609999999999994,33.41641585250846,0
-6.479999999999999,1.2959999999999998,2.4839999999999995,32.831722476287354,0
-6.539999999999999,1.3079999999999998,2.5069999999999997,33.72578613336716,0
-6.6,1.3199999999999998,2.53,34.496409823812556,0
-6.659999999999999,1.3319999999999999,2.553,34.19348084015931,0
-6.719999999999999,1.3439999999999999,2.5759999999999996,34.77709066939794,0
-6.779999999999999,1.3559999999999999,2.5989999999999998,35.642030078898856,0
-6.84,1.3679999999999999,2.622,35.713907505699396,0
-6.8999999999999995,1.38,2.6449999999999996,35.18147153677118,0
-6.959999999999999,1.392,2.6679999999999997,35.711058429875365,0
-7.02,1.404,2.691,36.63891240478829,0
-7.08,1.416,2.714,36.395735448324494,0
-7.14,1.428,2.737,36.667054646550795,0
-7.199999999999999,1.44,2.76,37.73124469631093,0
-7.26,1.452,2.783,37.23339155120306,0
-7.32,1.464,2.806,38.10498376683759,0
-7.38,1.476,2.8289999999999997,38.64984043489156,0
-7.4399999999999995,1.488,2.852,37.853135000061066,0
-7.5,1.5,2.875,38.37582768895032,0
-7.5600000000000005,1.512,2.898,38.824795796556096,0
-7.62,1.524,2.9210000000000003,39.49327053803641,0
-7.68,1.536,2.944,39.903451753952424,0
-7.74,1.548,2.967,39.888043209135354,0
-7.800000000000001,1.56,2.99,40.3032969427644,0
-7.86,1.572,3.013,40.45859517820054,0
-7.92,1.584,3.036,41.45895016120113,0
-7.98,1.596,3.059,41.491201091152064,0
-8.040000000000001,1.608,3.0820000000000003,41.675392489043276,0
-8.100000000000001,1.62,3.1050000000000004,41.971889518000744,0
-8.16,1.6320000000000001,3.128,42.17270970330379,0
-8.22,1.6440000000000001,3.1510000000000002,42.27249489400551,0
-8.280000000000001,1.6560000000000001,3.1740000000000004,43.36843959476919,0
-8.34,1.6680000000000001,3.197,43.50052272711391,0
-8.4,1.6800000000000002,3.22,43.237515858814966,0
-8.46,1.6920000000000002,3.2430000000000003,43.131646771639886,0
-8.520000000000001,1.7040000000000002,3.2660000000000005,43.92397450668174,0
-8.580000000000002,1.7160000000000002,3.2890000000000006,44.150543199076154,0
-8.64,1.7280000000000002,3.3120000000000003,44.646837995181286,0
-8.700000000000001,1.7400000000000002,3.3350000000000004,44.83188754342433,0
-8.760000000000002,1.7520000000000002,3.3580000000000005,44.992393456194485,0
-8.82,1.7640000000000002,3.3810000000000002,45.77387688027641,0
-8.88,1.7760000000000002,3.4040000000000004,45.479785113026345,0
-8.940000000000001,1.7880000000000003,3.4270000000000005,45.8928157056931,0
-9.000000000000002,1.8000000000000003,3.4500000000000006,46.10544286653376,0
-9.060000000000002,1.8120000000000003,3.4730000000000008,46.90594346494224,0
-9.120000000000001,1.8240000000000003,3.4960000000000004,47.04232380185202,0
-9.180000000000001,1.8360000000000003,3.5190000000000006,47.74519449076024,0
-9.240000000000002,1.8480000000000003,3.5420000000000007,47.903942656261414,0
-9.3,1.8600000000000003,3.5650000000000004,48.52924724705015,0
-9.360000000000001,1.8720000000000003,3.5880000000000005,48.53443556368527,0
-9.420000000000002,1.8840000000000003,3.6110000000000007,48.36343403650077,0
-9.480000000000002,1.8960000000000004,3.634000000000001,48.42254851678295,0
-9.540000000000003,1.9080000000000004,3.657000000000001,48.462933685475,0
-9.600000000000001,1.9200000000000004,3.6800000000000006,49.76854479244646,0
-9.660000000000002,1.9320000000000004,3.7030000000000007,50.19175408907825,0
-9.720000000000002,1.9440000000000004,3.726000000000001,50.48899671064278,0
-9.780000000000001,1.9560000000000004,3.7490000000000006,50.653140586546776,0
-9.840000000000002,1.9680000000000004,3.7720000000000007,50.71106356224288,0
-9.900000000000002,1.9800000000000004,3.795000000000001,51.09315271305234,0
-9.960000000000003,1.9920000000000004,3.818000000000001,50.98754103700335,0
-10.02,2.0039999999999996,3.8409999999999997,51.210862531873886,0
-10.079999999999998,2.016,3.8639999999999994,52.55613303958513,0
-10.139999999999999,2.0279999999999996,3.8869999999999996,52.72327492475169,0
