700
V1,V2,Class
-46.3323782234957,-92.55092755432987,0
-45.931232091690546,-91.22815399839632,0
-45.53008595988539,-90.91806771006665,0
-45.128939828080235,-90.55614575792525,0
-44.72779369627508,-89.0021245903801,0
-44.326647564469916,-88.51838517390054,0
-43.92550143266476,-87.06575475625866,0
-43.524355300859604,-87.13446818674906,0
-43.12320916905444,-85.99902071712474,0
-42.722063037249285,-85.4025345813579,0
-42.32091690544413,-83.96773408548287,0
-41.91977077363897,-83.45124326447238,0
-41.51862464183381,-83.16785493924544,0
-41.11747851002865,-81.93721845002523,0
-40.71633237822349,-80.71898800894604,0
-40.315186246418335,-81.31180300874115,0
-39.91404011461318,-79.99790834272909,0
-39.51289398280802,-78.5674241129866,0
-39.11174785100287,-77.49918164350798,0
-38.71060171919771,-77.36367430641128,0
-38.30945558739255,-76.47135218847657,0
-37.90830945558739,-75.29677162755326,0
-37.50716332378224,-74.59521274790393,0
-37.10601719197708,-74.06786353552141,0
-36.704871060171925,-73.38357565030223,0
-36.30372492836677,-71.6796953660621,0
-35.90257879656161,-71.14332162474452,0
-35.50143266475645,-70.70319771512975,0
-35.10028653295129,-69.95668142114138,0
-34.69914040114613,-68.76120920784962,0
-34.297994269340975,-67.74986758243203,0
-33.89684813753582,-67.28737309436613,0
-33.495702005730664,-67.46477722570442,0
-33.09455587392551,-65.82087309789861,0
-32.69340974212035,-65.35724947134791,0
-32.29226361031518,-64.26201585570269,0
-31.891117478510026,-64.11130258889865,0
-31.48997134670487,-63.352118054674534,0
-31.088825214899714,-61.71134747442873,0
-30.687679083094558,-60.77123717631305,0
-30.2865329512894,-60.019126255820886,0
-29.885386819484243,-59.2128746359051,0
-29.484240687679087,-59.054070198238506,0
-29.08309455587393,-57.89636895222002,0
-28.68194842406877,-56.399319493024784,0
-28.28080229226361,-56.082178809465425,0
-27.879656160458453,-55.43264816794449,0
-27.478510028653293,-54.49996439030575,0
-27.077363896848137,-53.651151731537745,0
-26.67621776504298,-54.0941272583007,0
-26.275071633237825,-52.35913246516389,0
-25.873925501432666,-51.1511703433634,0
-25.47277936962751,-49.829815447197355,0
-25.071633237822354,-49.387226695785316,0
-24.670487106017198,-49.460901245573396,0
-24.26934097421203,-48.09681820977925,0
-23.868194842406876,-47.741577695013426,0
-23.46704871060172,-47.20759926835897,0
-23.06590257879656,-46.234997924167686,0
-22.664756446991404,-45.12969292404608,0
-22.26361031518625,-43.750058056623004,0
-21.862464183381093,-44.06647667573173,0
-21.461318051575937,-42.073458417557404,0
-21.060171919770777,-41.93182180287504,0
-20.65902578796562,-41.25498575680774,0
-20.25787965616046,-39.70905060311605,0
-19.8567335243553,-38.76387780490072,0
-19.455587392550143,-38.15651088417008,0
-19.054441260744987,-38.317544454770996,0
-18.65329512893983,-36.174048774204635,0
-18.25214899713467,-36.306215328497714,0
-17.851002865329516,-35.35243899490255,0
-17.44985673352436,-34.17793614354938,0
-17.048710601719204,-33.45969098809763,0
-16.647564469914037,-33.7255771237968,0
-16.24641833810888,-32.114473319836655,0
-15.845272206303724,-31.583433779266265,0
-15.444126074498568,-30.598801219179546,0
-15.04297994269341,-30.010565167738303,0
-14.641833810888254,-29.250433384933807,0
-14.240687679083097,-27.933651757450207,0
-13.83954154727794,-27.190784151626396,0
-13.438395415472783,-25.90811344011336,0
-13.037249283667627,-25.52001016922142,0
-12.636103151862462,-24.929343594666616,0
-12.234957020057305,-23.98184412923894,0
-11.833810888252149,-23.113369289253242,0
-11.432664756446991,-22.6375507209555,0
-11.031518624641835,-21.71756644509766,0
-10.630372492836678,-20.64394742146709,0
-10.229226361031522,-20.041586974519344,0
-9.828080229226364,-19.422487170536225,0
-9.426934097421208,-18.06290913854784,0
-9.02578796561605,-17.480533409794933,0
-8.624641833810887,-16.361685261214777,0
-8.22349570200573,-15.76375487828287,0
-7.822349570200573,-14.936080177626238,0
-7.421203438395416,-14.706644506182794,0
-7.020057306590259,-13.154214830150446,0
-6.618911174785103,-12.696595741628977,0
-6.217765042979946,-12.057155473149129,0
-5.816618911174789,-11.94291506774619,0
-5.415472779369632,-11.086372950828602,0
-5.014326647564475,-9.64988105809643,0
-4.613180515759311,-9.383847526210745,0
-4.212034383954154,-7.653647669418456,0
-3.810888252148997,-7.354654753542012,0
-3.4097421203438403,-6.567316310301798,0
-3.0085959885386835,-5.192853127784911,0
-2.6074498567335267,-4.851640373571594,0
-2.20630372492837,-3.7024181322688396,0
-1.8051575931232133,-2.9765192807403507,0
-1.4040114613180565,-2.7390647455256945,0
-1.0028653295128998,-1.6540924751145525,0
-0.6017191977077352,-1.3302418857463527,0
-0.2005730659025784,-0.06958725827420109,0
0.2005730659025784,0.7827725610739904,0
0.6017191977077352,1.4564995140583177,0
1.002865329512892,2.73773166971695,0
1.4040114613180488,3.2449285218117225,0
1.8051575931232056,3.8500088519363893,0
2.2063037249283624,4.843092010825754,0
2.607449856733519,5.6779367021915474,0
3.008595988538676,7.247483409818013,0
3.4097421203438327,8.042420194224768,0
3.8108882521489895,8.512513738318308,0
4.212034383954146,9.146408039538178,0
4.6131805157593035,9.436093565803564,0
5.0143266475644594,10.705873654057193,0
5.415472779369632,12.2947657971753,0
5.816618911174789,11.77728511783562,0
6.217765042979946,12.717866605307636,0
6.618911174785103,13.462685536432835,0
7.020057306590259,14.777787134979434,0
7.421203438395416,15.611545688467174,0
7.822349570200573,16.0883541623437,0
8.22349570200573,16.533099388242903,0
8.624641833810887,18.23371429390088,0
9.025787965616043,18.54658923538096,0
9.4269340974212,19.391239953086856,0
9.828080229226357,19.82743237438375,0
10.229226361031515,21.319426716004163,0
10.63037249283667,21.289850278607553,0
11.031518624641826,22.271860698142508,0
11.432664756446984,22.814712640171177,0
11.833810888252142,23.949218992356773,0
12.234957020057298,24.735344501606463,0
12.636103151862454,25.645028822065,0
13.037249283667627,26.96034756333741,0
13.438395415472783,27.48485338298929,0
13.83954154727794,28.388507429801592,0
14.240687679083097,29.36659392792197,0
14.641833810888254,29.99988916312534,0
15.04297994269341,29.81366824154689,0
15.444126074498568,30.92565610371862,0
15.845272206303724,32.21186057776831,0
16.24641833810888,32.65339861721022,0
16.647564469914037,34.23648225717453,0
17.048710601719193,34.28180760080303,0
17.449856733524353,35.044007842027604,0
17.85100286532951,36.38901431752196,0
18.252148997134665,36.48672515333248,0
18.65329512893982,38.131482370918484,0
19.05444126074498,37.786963294879186,0
19.455587392550136,40.00521737876129,0
19.856733524355292,40.46940751146172,0
20.257879656160448,40.73046280918514,0
20.659025787965607,41.01646967482575,0
21.060171919770777,42.968464204685304,0
21.461318051575937,42.66279323311558,0
21.862464183381093,44.050810361985924,0
22.26361031518625,46.01214086807487,0
22.664756446991404,45.982039867868515,0
23.06590257879656,46.329448773668005,0
23.46704871060172,47.75587735582673,0
23.868194842406876,48.210628045770434,0
24.26934097421203,48.9759809816862,0
24.67048710601719,49.76756567988957,0
25.071633237822347,50.987143826687834,0
25.472779369627503,51.3192703234702,0
25.87392550143266,52.20929248485111,0
26.275071633237815,52.83349809571175,0
26.676217765042974,53.7911624011147,0
27.07736389684813,55.013942689303896,0
27.478510028653286,55.89078404600979,0
27.879656160458445,55.50609999305771,0
28.2808022922636,56.571396410762226,0
28.681948424068757,58.10871322371554,0
29.08309455587393,58.64885328731691,0
29.484240687679087,59.00721674966764,0
29.885386819484243,60.42071124761918,0
30.2865329512894,61.40762909191913,0
30.687679083094558,62.230073646978575,0
31.088825214899714,62.67323236212483,0
31.48997134670487,63.7105636660446,0
31.891117478510026,64.94216607097081,0
32.29226361031518,64.57839389829797,0
32.69340974212034,66.25330394499537,0
33.0945558739255,67.04326630697913,0
33.49570200573066,67.63274618318263,0
33.89684813753581,68.0855087373781,0
34.29799426934097,68.99832097014361,0
34.699140401146124,70.77841413834301,0
35.10028653295128,71.24401921150992,0
35.501432664756436,71.3991249642777,0
35.90257879656159,72.86436722988782,0
36.303724928366755,72.0281365627049,0
36.704871060171925,72.94962962602885,0
37.10601719197708,74.89685336908077,0
37.50716332378224,75.67109452777518,0
37.90830945558739,76.41452283021684,0
38.30945558739255,77.11290139258124,0
38.71060171919771,77.71372234194115,0
39.11174785100287,78.38401915271412,0
39.51289398280802,79.56989841525946,0
39.91404011461318,79.7208309471168,0
40.315186246418335,81.58037918650331,0
40.71633237822349,81.88019454216628,0
41.11747851002865,81.91072325768754,0
41.5186246418338,83.49989243782387,0
41.91977077363896,84.2393327399293,0
42.32091690544412,85.44268592113727,0
42.72206303724928,85.21752324917676,0
43.123209169054434,86.13391745882167,0
43.52435530085959,87.60070348961138,0
43.925501432664745,88.42458791964023,0
44.3266475644699,89.02244099364327,0
44.72779369627508,89.66195355877217,0
45.128939828080235,90.19267887117309,0
45.53008595988539,91.43678953299938,0
45.931232091690546,92.4351180760114,0
46.3323782234957,93.88248057439021,0
46.73352435530086,94.19734383067829,0
47.134670487106014,94.10379516250745,0
47.53581661891117,95.59097022799718,0
47.93696275071633,97.12710138985052,0
48.33810888252149,97.32283398821427,0
48.739255014326645,98.04609912210952,0
49.1404011461318,98.57438619478772,0
49.54154727793696,99.11467807871917,0
49.94269340974211,100.40651148530625,0
50.34383954154727,101.11813903359447,0
50.744985673352424,101.56327162035812,0
51.14613180515759,102.40124221363293,0
51.54727793696274,103.48904952315095,0
51.9484240687679,104.53865829932437,0
52.349570200573055,104.92777288051435,0
52.750716332378225,105.37375761856228,0
53.15186246418338,106.23825414244115,0
53.553008595988544,107.29289262486722,0
53.9541547277937,108.52153819113218,0
54.355300859598856,108.53425856015012,0
54.75644699140401,109.91596754935722,0
55.15759312320917,110.99119600393239,0
55.55873925501432,111.07353504623593,0
55.95988538681948,112.42121867929441,0
56.361031518624635,112.60831878909626,0
56.76217765042979,114.19967859112975,0
57.163323782234954,114.3567604323268,0
57.56446991404011,115.45304380371138,0
57.965616045845266,116.91517396002979,0
58.36676217765042,117.62590297590042,0
58.76790830945558,118.22676078386752,0
59.169054441260734,118.13564276240444,0
59.57020057306589,119.7316344573677,0
59.97134670487105,120.36609319924737,0
60.37249283667622,121.41126525942106,0
60.77363896848138,122.26076100022627,0
61.174785100286535,121.90147203840297,0
61.57593123209169,123.49693294718881,0
61.977077363896846,124.15317529989127,0
62.378223495702,125.36287388489542,0
62.779369627507165,125.97711195490136,0
63.18051575931232,126.52752992953248,0
63.58166189111748,128.11330889870348,0
63.98280802292263,128.34110278583583,0
64.38395415472779,129.37759098642445,0
64.78510028653295,129.64700364755726,0
65.1862464183381,131.01026493619966,0
65.58739255014326,131.23237763752365,0
65.98853868194841,132.90509317836833,0
66.38968481375358,132.96815383697987,0
66.79083094555872,134.2843830059591,0
67.19197707736389,135.94015659230328,0
67.59312320916905,135.3742179714459,0
67.9942693409742,136.2067756979849,0
68.39541547277938,137.38617450587205,0
68.79656160458453,137.69686725197403,0
69.19770773638969,139.16983098649777,0
69.59885386819484,139.82603752033674,0
70.0,140.73459462017982,0
-70.0,-140.60727655884904,1
-69.59885386819484,-139.6606573514156,1
-69.19770773638969,-138.95873117906572,1
-68.79656160458453,-138.48240529495587,1
-68.39541547277938,-136.88508978539215,1
-67.99426934097421,-136.70828270308516,1
-67.59312320916905,-135.3638215513206,1
-67.1919770773639,-133.79613126820573,1
-66.79083094555874,-134.3048305009203,1
-66.38968481375358,-133.2039224583394,1
-65.98853868194843,-132.13058345644816,1
-65.58739255014326,-130.78931242260907,1
-65.18624641833811,-130.75149985076678,1
-64.78510028653295,-130.27786762779027,1
-64.3839541547278,-129.4580468469819,1
-63.98280802292263,-128.49931796714804,1
-63.58166189111748,-127.39846660133654,1
-63.18051575931232,-127.32059786742857,1
-62.779369627507165,-126.35469537609056,1
-62.378223495702,-125.48448021758269,1
-61.977077363896846,-124.03459425274714,1
-61.57593123209169,-123.00725269340639,1
-61.174785100286535,-123.38017960088587,1
-60.77363896848138,-121.65734142598345,1
-60.37249283667622,-121.03231276434792,1
-59.97134670487107,-119.93657073144688,1
-59.5702005730659,-120.49877342792337,1
-59.16905444126074,-118.95042811846083,1
-58.767908309455585,-117.20661569300249,1
-58.36676217765043,-116.47474960785166,1
-57.96561604584527,-116.1536908264005,1
-57.56446991404012,-116.21413057725077,1
-57.16332378223496,-114.513316962361,1
-56.762177650429805,-113.98787274998698,1
-56.361031518624635,-112.85366976240365,1
-55.95988538681948,-111.86669798946723,1
-55.55873925501432,-111.09597218382537,1
-55.15759312320917,-110.75409147837162,1
-54.75644699140401,-110.59592572344961,1
-54.355300859598856,-108.94048536970872,1
-53.9541547277937,-108.02074176540319,1
-53.553008595988544,-107.19127851101013,1
-53.15186246418338,-106.82314871358122,1
-52.750716332378225,-106.06767899390334,1
-52.34957020057307,-104.99454576128382,1
-51.94842406876791,-104.60848148862065,1
-51.54727793696276,-103.41876949239665,1
-51.146131805157594,-102.64451336819913,1
-50.74498567335244,-101.53911451890544,1
-50.343839541547275,-100.77461731144437,1
-49.94269340974212,-100.644272709958,1
-49.541547277936964,-99.9727324722373,1
-49.1404011461318,-98.36916010198642,1
-48.739255014326645,-97.21294728527135,1
-48.33810888252149,-96.9573965866457,1
-47.93696275071633,-96.54858919799723,1
-47.53581661891117,-95.91615348567869,1
-47.134670487106014,-95.00475532472059,1
-46.73352435530086,-94.27228687831665,1
-46.3323782234957,-92.70442219744264,1
-45.931232091690546,-92.92930630636201,1
-45.53008595988539,-91.12293990221039,1
-45.128939828080235,-90.82149159530638,1
-44.72779369627508,-89.85465078352402,1
-44.326647564469916,-89.18851179248927,1
-43.92550143266476,-87.50773573079915,1
-43.524355300859604,-87.75513743800218,1
-43.12320916905444,-86.76288415338819,1
-42.722063037249285,-85.23297667300487,1
-42.32091690544413,-85.05419233638804,1
-41.91977077363897,-84.09300757294858,1
-41.51862464183381,-83.87857525520086,1
-41.11747851002865,-82.67831106827103,1
-40.71633237822349,-82.0143898593947,1
-40.315186246418335,-80.81702699248098,1
-39.91404011461318,-80.40342792839711,1
-39.51289398280802,-79.09696059758551,1
-39.11174785100287,-78.44159972076241,1
-38.71060171919771,-77.41859987877494,1
-38.30945558739255,-77.0208891083118,1
-37.90830945558739,-76.68112618388393,1
-37.50716332378224,-75.51164147729045,1
-37.10601719197708,-74.81445425507569,1
-36.704871060171925,-74.37964812784813,1
-36.30372492836677,-73.39375417577,1
-35.90257879656161,-72.25214900402085,1
-35.50143266475645,-71.8135548389715,1
-35.10028653295129,-70.3679235457899,1
-34.69914040114613,-70.39114240387468,1
-34.297994269340975,-68.81097460432059,1
-33.89684813753582,-68.16177293563008,1
-33.495702005730664,-67.25319842586696,1
-33.09455587392551,-66.62657186386349,1
-32.69340974212035,-66.62220303827178,1
-32.29226361031518,-64.68009409182432,1
-31.891117478510026,-64.37944387986236,1
-31.48997134670487,-63.32307443398546,1
-31.088825214899714,-62.85713553462352,1
-30.687679083094558,-61.71798557922336,1
-30.2865329512894,-61.183769278075026,1
-29.885386819484243,-60.574736523015204,1
-29.484240687679087,-60.46173693366853,1
-29.08309455587393,-59.084243009232395,1
-28.68194842406877,-57.79335117667885,1
-28.28080229226361,-56.77970759187503,1
-27.879656160458453,-55.949933444924184,1
-27.478510028653293,-55.77395702610495,1
-27.077363896848137,-53.70237225522625,1
-26.67621776504298,-53.483689957964074,1
-26.275071633237825,-53.32358193431007,1
-25.873925501432666,-52.26241658392497,1
-25.47277936962751,-51.81020374890573,1
-25.071633237822354,-50.362402670737154,1
-24.670487106017198,-50.07853300009482,1
-24.26934097421203,-49.187059001689924,1
-23.868194842406876,-47.74610579528189,1
-23.46704871060172,-47.72355516017002,1
-23.06590257879656,-46.58520522371502,1
-22.664756446991404,-46.07488808996399,1
-22.26361031518625,-44.305703636533245,1
-21.862464183381093,-44.153064677641,1
-21.461318051575937,-43.15243303993663,1
-21.060171919770777,-42.694429091121464,1
-20.65902578796562,-41.75201536637124,1
-20.25787965616046,-41.42672223251492,1
-19.8567335243553,-39.17044204299442,1
-19.455587392550143,-38.97235089018604,1
-19.054441260744987,-38.951361089748396,1
-18.65329512893983,-38.286467019427775,1
-18.25214899713467,-36.56588703122784,1
-17.851002865329516,-35.73991366771059,1
-17.44985673352436,-35.48466598692523,1
-17.048710601719204,-34.288049951294845,1
-16.647564469914037,-33.2514333286631,1
-16.24641833810888,-33.13272706835517,1
-15.845272206303724,-32.270135543937165,1
-15.444126074498568,-31.606234103895225,1
-15.04297994269341,-29.849870654859142,1
-14.641833810888254,-29.918828394491886,1
-14.240687679083097,-29.126257043878628,1
-13.83954154727794,-28.172046376914373,1
-13.438395415472783,-27.372149863351304,1
-13.037249283667627,-26.76399795318367,1
-12.636103151862462,-24.920586650260297,1
-12.234957020057305,-24.605999161695795,1
-11.833810888252149,-24.23122056863762,1
-11.432664756446991,-22.830231290129422,1
-11.031518624641835,-22.179586573049807,1
-10.630372492836678,-21.412168121812474,1
-10.229226361031522,-20.976810165663476,1
-9.828080229226364,-20.670539657427934,1
-9.426934097421208,-19.055105850358007,1
-9.02578796561605,-19.014685902615682,1
-8.624641833810887,-18.032669722620245,1
-8.22349570200573,-16.21787766396752,1
-7.822349570200573,-16.455055612126916,1
-7.421203438395416,-15.831813429190339,1
-7.020057306590259,-14.094527748022525,1
-6.618911174785103,-12.918161718083672,1
-6.217765042979946,-12.032939315210866,1
-5.816618911174789,-11.828320877060097,1
-5.415472779369632,-10.770509946008566,1
-5.014326647564475,-10.77180899824761,1
-4.613180515759311,-9.697226120318579,1
-4.212034383954154,-8.925227252843644,1
-3.810888252148997,-7.541253493897246,1
-3.4097421203438403,-7.7487192772836275,1
-3.0085959885386835,-5.822879022734657,1
-2.6074498567335267,-5.564186997506566,1
-2.20630372492837,-4.915316649696727,1
-1.8051575931232133,-3.8355905244136514,1
-1.4040114613180565,-3.00112366222551,1
-1.0028653295128998,-2.5620305797781056,1
-0.6017191977077352,-1.6555923727347852,1
-0.2005730659025784,-0.7540594556946657,1
0.2005730659025784,0.2443314091048009,1
0.6017191977077352,1.1777212542589677,1
1.002865329512892,1.046502769271866,1
1.4040114613180488,2.6317716991034747,1
1.8051575931232056,3.0557611117187187,1
2.2063037249283624,4.229545535098568,1
2.607449856733519,4.877205133319048,1
3.008595988538676,4.899677995272554,1
3.4097421203438327,6.213253308655453,1
3.8108882521489895,7.353975277337508,1
4.212034383954146,7.889402689038121,1
4.6131805157593035,9.419275946389055,1
5.0143266475644594,9.262559683571146,1
5.415472779369632,10.199225328178105,1
5.816618911174789,11.102443610706839,1
6.217765042979946,12.145098442959378,1
6.618911174785103,12.41280693945452,1
7.020057306590259,13.413148470675093,1
7.421203438395416,14.226008268131002,1
7.822349570200573,14.978627260501838,1
8.22349570200573,16.06194456265359,1
8.624641833810887,16.64146077413677,1
9.025787965616043,18.022816360261395,1
9.4269340974212,18.17774338137242,1
9.828080229226357,18.970627945370723,1
10.229226361031515,20.382205119658895,1
10.63037249283667,20.856427173621974,1
11.031518624641826,21.91743862966366,1
11.432664756446984,22.769945564039737,1
11.833810888252142,23.294750508572058,1
12.234957020057298,24.782064527495454,1
12.636103151862454,25.3801292590109,1
13.037249283667627,25.864388223779088,1
13.438395415472783,27.244810901059672,1
13.83954154727794,26.90454504910291,1
14.240687679083097,28.307570191569887,1
14.641833810888254,27.808171142560234,1
15.04297994269341,29.736764149288046,1
15.444126074498568,30.032438453813782,1
15.845272206303724,31.067669850102295,1
16.24641833810888,32.212916041746,1
16.647564469914037,33.122600007919075,1
17.048710601719193,34.75839491280086,1
17.449856733524353,33.82617538282938,1
17.85100286532951,35.62026922454404,1
18.252148997134665,35.479175270652874,1
18.65329512893982,36.436801989445904,1
19.05444126074498,38.16647120333086,1
19.455587392550136,37.93070886118022,1
19.856733524355292,39.566240251808146,1
20.257879656160448,39.62210969935302,1
20.659025787965607,41.49459623154831,1
21.060171919770777,41.14306653990511,1
21.461318051575937,42.32957115760092,1
21.862464183381093,43.47442533544698,1
22.26361031518625,44.151622844696554,1
22.664756446991404,44.364800215575556,1
23.06590257879656,45.653318413051224,1
23.46704871060172,46.459951725418875,1
23.868194842406876,47.842830023439234,1
24.26934097421203,48.09843965669088,1
24.67048710601719,49.157046444489325,1
25.071633237822347,50.305491775947104,1
25.472779369627503,50.06684528399143,1
25.87392550143266,51.83182044946072,1
26.275071633237815,52.74647665463295,1
26.676217765042974,52.74533266850338,1
27.07736389684813,53.185434577693215,1
27.478510028653286,54.46369210052217,1
27.879656160458445,55.465348685062224,1
28.2808022922636,55.78868480463162,1
28.681948424068757,57.09523209003144,1
29.08309455587393,58.3589631531519,1
29.484240687679087,57.77918476838361,1
29.885386819484243,59.19410623712045,1
30.2865329512894,60.03884212440394,1
30.687679083094558,60.85232065373011,1
31.088825214899714,62.343943669385105,1
31.48997134670487,63.18023625741051,1
31.891117478510026,63.16824915014532,1
32.29226361031518,64.32491426636149,1
32.69340974212034,65.19631292074124,1
33.0945558739255,65.07550544450383,1
33.49570200573066,66.66751798932629,1
33.89684813753581,67.16262352986195,1
34.29799426934097,68.55096312901833,1
34.699140401146124,68.97183931365979,1
35.10028653295128,69.53841004315305,1
35.501432664756436,70.2308051878611,1
35.90257879656159,71.86471264156964,1
36.303724928366755,72.40896160047029,1
36.704871060171925,73.38985564013079,1
37.10601719197708,73.80476645243958,1
37.50716332378224,74.45950676801472,1
37.90830945558739,74.91779861201407,1
38.30945558739255,76.0753705529695,1
38.71060171919771,76.85835461822187,1
39.11174785100287,77.64438096620394,1
39.51289398280802,79.33163384193224,1
39.91404011461318,79.40183834438182,1
40.315186246418335,79.56166991782001,1
40.71633237822349,80.5579155138567,1
41.11747851002865,81.3216282166779,1
41.5186246418338,81.88804617332366,1
41.91977077363896,83.64499571693372,1
42.32091690544412,84.33477855588137,1
42.72206303724928,84.48790723693435,1
43.123209169054434,85.86670713885252,1
43.52435530085959,86.78038927882601,1
43.925501432664745,87.20206500490389,1
44.3266475644699,88.54802494061451,1
44.72779369627508,88.78620062297638,1
45.128939828080235,90.37016674373747,1
45.53008595988539,91.20601719312188,1
45.931232091690546,90.7714090142581,1
46.3323782234957,93.12152739501833,1
46.73352435530086,93.46007326486249,1
47.134670487106014,93.62865664582887,1
47.53581661891117,94.81999310800337,1
47.93696275071633,95.9680801128113,1
48.33810888252149,96.09457172166681,1
48.739255014326645,97.0645964701408,1
49.1404011461318,98.06946446444041,1
49.54154727793696,98.57524636248743,1
49.94269340974211,99.16355349965947,1
50.34383954154727,100.43786421059099,1
50.744985673352424,101.16362969804862,1
51.14613180515759,101.28288944273982,1
51.54727793696274,102.78999536293303,1
51.9484240687679,103.04982911904781,1
52.349570200573055,104.21928012850057,1
52.750716332378225,105.63670600941172,1
53.15186246418338,106.03576187151843,1
53.553008595988544,107.23605682100836,1
53.9541547277937,107.6905317307787,1
54.355300859598856,107.70297650409297,1
54.75644699140401,109.28311961879449,1
55.15759312320917,110.38752222590165,1
55.55873925501432,111.88878678356521,1
55.95988538681948,111.61303063765295,1
56.361031518624635,112.37608154600557,1
56.76217765042979,112.91408830762154,1
57.163323782234954,113.45337553727164,1
57.56446991404011,114.56507652499351,1
57.965616045845266,115.56281306098228,1
58.36676217765042,116.49311732793662,1
58.76790830945558,117.21594575085209,1
59.169054441260734,118.05371001842921,1
59.57020057306589,118.72429122155933,1
59.97134670487105,119.59225240762524,1
60.37249283667622,120.61404731425027,1
60.77363896848138,121.75732803737037,1
61.174785100286535,122.92380383221038,1
61.57593123209169,122.89597798646246,1
61.977077363896846,123.6078826741858,1
62.378223495702,124.34150984788951,1
62.779369627507165,124.91544315184294,1
63.18051575931232,125.59338447478677,1
63.58166189111748,127.48188067327135,1
63.98280802292263,128.09014456578316,1
64.38395415472779,128.63177421376253,1
64.78510028653295,129.44685886717215,1
65.1862464183381,129.86891883981866,1
65.58739255014326,131.01705275695565,1
65.98853868194841,131.87468617388467,1
66.38968481375358,132.30023057606266,1
66.79083094555872,133.42242714793846,1
67.19197707736389,134.08896150898036,1
67.59312320916905,134.7850327366551,1
67.9942693409742,135.17198693261204,1
68.39541547277938,136.932605289233,1
68.79656160458453,137.13536337474383,1
69.19770773638969,138.16422100022015,1
69.59885386819484,138.71791497675798,1
70.0,139.9208218694163,1
